Train Number,Boarding Station,Destination,Date of Journey,Booking Date,Class,Total Seats in Class,Type of Waiting List,Booking Status,Maximum Waiting,festival,Holidays,status before three weeks,status before two weeks,status before one week,status before three days,status before one day,confirm
14854,AF,AY,16-10-2017,05-10-2017,SL,880,RLWL,39,61,0,1,35,30,23,22,17,0
13008,AF,PNBE,16-12-2017,28-12-2017,3A,216,GNWL,20,42,1,0,17,14,11,9,3,0
13008,AF,ALD,26-12-2017,12-12-2017,SL,880,RLWL,34,39,1,0,28,27,25,17,13,0
12988,AF,MGS,14-12-2017,11-09-2017,3A,216,GNWL,34,52,0,0,33,31,28,25,21,0
12988,AF,GAYA,17-11-2017,29-11-2017,SL,880,RLWL,89,102,0,1,84,78,74,65,63,0
12988,AF,GAYA,08-09-2017,05-09-2017,3A,216,RLWL,35,54,0,1,31,29,24,20,18,0
12988,AF,KQR,17-10-2017,13-09-2017,SL,880,GNWL,33,96,1,1,26,17,13,8,0,1
12988,AF,MGS,20-10-2017,09-10-2017,SL,880,GNWL,16,108,1,0,13,6,0,0,0,1
12988,AF,SDAH,30-11-2017,28-11-2017,3A,216,RLWL,50,55,1,1,48,44,42,36,34,0
12988,AF,SDAH,14-10-2017,30-07-2017,2A,182,RLWL,15,28,0,1,14,13,10,6,4,0
12988,AF,ALD,01-11-2017,07-09-2017,2A,182,GNWL,19,33,1,1,17,16,13,12,10,0
12988,AF,SDAH,20-08-2017,08-06-2017,1A,10,GNWL,15,15,0,1,14,13,12,10,9,0
12988,AF,ASN,12-09-2017,27-09-2017,SL,880,RLWL,10,76,0,1,4,0,0,0,0,1
12987,AF,AII,28-12-2017,13-09-2017,SL,880,RLWL,58,106,1,0,57,52,44,33,28,0
12948,AF,RTM,25-11-2017,29-11-2017,3A,216,RLWL,44,54,0,1,43,39,36,34,33,0
12941,AF,MGS,24-08-2017,26-07-2017,SL,880,RLWL,94,110,1,1,89,87,86,77,71,0
12941,AF,GAYA,22-08-2017,27-06-2017,3A,216,RLWL,35,42,1,0,33,28,23,18,16,0
12941,AF,DHN,09-10-2017,13-07-2017,SL,880,RLWL,19,88,0,0,16,13,7,0,0,1
12938,AF,BRC,25-12-2017,16-11-2017,SL,880,RLWL,10,28,1,1,5,0,0,0,0,1
12938,AF,GIMB,17-12-2017,14-12-2017,SL,880,GNWL,98,109,0,1,91,89,80,78,71,0
12937,AF,DHN,09-09-2017,08-08-2017,2A,182,RLWL,10,22,1,0,9,7,3,0,0,1
12937,AF,HWH,19-07-2017,29-07-2017,SL,880,RLWL,43,57,1,0,41,32,25,20,17,0
12547,AF,ADI,13-08-2017,16-08-2017,SL,880,RLWL,45,60,1,0,39,33,26,17,14,0
12547,AF,ADI,04-12-2017,08-12-2017,2A,182,RLWL,19,29,0,1,18,15,11,7,5,0
12547,AF,ADI,24-08-2017,18-05-2017,SL,880,RLWL,33,69,0,1,25,21,20,9,0,1
12547,AF,ADI,02-09-2017,24-07-2017,1A,10,GNWL,1,21,1,1,0,0,0,0,0,1
12547,AF,ADI,07-10-2017,18-07-2017,SL,880,RLWL,44,58,0,1,37,28,21,14,3,1
12547,AF,ADI,15-12-2017,06-10-2017,SL,880,GNWL,1,93,0,1,0,0,0,0,0,1
12547,AF,ADI,23-09-2017,14-08-2017,SL,880,RLWL,52,77,0,1,51,47,37,32,20,0
12547,AF,ABR,14-08-2017,01-05-2017,SL,880,GNWL,98,102,0,0,91,85,79,76,66,0
12547,AF,ADI,09-11-2017,15-08-2017,SL,880,RLWL,18,18,1,1,13,4,0,0,0,1
12547,AF,ADI,17-11-2017,11-08-2017,SL,880,GNWL,81,107,0,0,77,70,66,60,54,0
12547,AF,MSH,16-07-2017,12-04-2017,2A,182,RLWL,8,11,0,1,6,3,1,0,0,1
12547,AF,ADI,28-08-2017,27-06-2017,SL,880,RLWL,66,91,1,0,63,55,49,40,35,0
12547,AF,ADI,08-12-2017,08-08-2017,SL,880,RLWL,69,101,1,1,64,59,50,48,35,0
12547,AF,MSH,07-09-2017,19-08-2017,3A,216,GNWL,32,46,1,0,29,28,23,19,15,0
12547,AF,JP,25-07-2017,02-06-2017,SL,880,RLWL,13,40,0,0,7,1,0,0,0,1
12547,AF,ADI,08-10-2017,30-07-2017,SL,880,GNWL,46,105,1,0,41,33,23,19,16,0
12547,AF,ADI,06-07-2017,27-04-2017,3A,216,RLWL,12,22,1,0,8,5,2,1,0,1
12547,AF,ADI,18-08-2017,16-08-2017,3A,216,RLWL,34,41,1,0,33,31,27,24,20,0
12547,AF,ADI,02-08-2017,15-05-2017,2A,182,RLWL,23,25,0,1,22,19,17,14,9,0
12496,AF,NGO,10-12-2017,15-09-2017,1A,10,GNWL,16,22,0,0,15,14,13,12,11,0
12495,AF,CNB,21-08-2017,25-06-2017,3A,216,GNWL,21,54,1,0,20,17,13,11,9,0
12316,AF,PNBE,10-08-2017,11-07-2017,3A,216,RLWL,26,44,0,1,22,17,13,8,6,0
12316,AF,SDAH,27-10-2017,24-07-2017,2A,182,RLWL,6,6,0,0,4,2,1,0,0,1
12316,AF,PNBE,19-12-2017,29-10-2017,3A,216,GNWL,32,34,1,1,29,28,24,22,17,0
12308,AF,HWH,28-11-2017,27-10-2017,2A,182,RLWL,15,18,1,1,13,12,10,6,2,0
12308,AF,ALD,04-09-2017,29-06-2017,SL,880,GNWL,30,95,0,1,29,27,24,23,19,0
12308,AF,DHN,08-07-2017,13-06-2017,SL,880,GNWL,46,90,0,1,44,36,35,29,16,0
12308,AF,CNB,04-10-2017,12-08-2017,3A,216,GNWL,42,44,0,1,41,38,34,28,27,0
12308,AF,HWH,29-10-2017,10-07-2017,2A,182,RLWL,8,11,1,0,7,5,2,0,0,1
12308,AF,ALD,02-08-2017,23-06-2017,SL,880,RLWL,8,36,0,0,3,1,0,0,0,1
12308,AF,HWH,07-10-2017,15-08-2017,3A,216,GNWL,12,14,0,0,9,5,4,0,0,1
12308,AF,HWH,03-11-2017,09-10-2017,SL,880,GNWL,92,92,1,1,88,80,75,72,71,0
12308,AF,HWH,22-09-2017,09-07-2017,SL,880,RLWL,77,81,1,1,73,70,69,67,56,0
12308,AF,MZP,21-11-2017,26-08-2017,2A,182,GNWL,3,21,0,0,2,0,0,0,0,1
12308,AF,SSM,28-11-2017,22-08-2017,1A,10,RLWL,11,12,1,1,10,9,7,6,4,0
12308,AF,CNB,18-09-2017,17-08-2017,SL,880,RLWL,72,92,0,1,66,60,59,57,52,0
12307,AF,JU,02-12-2017,10-11-2017,SL,880,GNWL,87,101,1,0,85,79,74,65,64,0
12307,AF,JU,09-07-2017,20-06-2017,3A,216,GNWL,9,42,1,0,8,7,4,0,0,1
12307,AF,JU,24-07-2017,06-07-2017,1A,10,RLWL,12,18,1,1,11,10,9,8,7,0
12307,AF,JU,03-08-2017,21-07-2017,3A,216,GNWL,25,51,1,1,22,18,17,12,10,0
12307,AF,JU,06-09-2017,09-07-2017,SL,880,GNWL,19,53,0,1,16,14,9,0,0,1
12307,AF,JU,13-09-2017,26-07-2017,3A,216,RLWL,26,48,0,1,22,19,16,10,4,0
12307,AF,JU,28-09-2017,12-08-2017,SL,880,RLWL,51,106,0,0,47,38,35,34,31,0
12307,AF,JU,30-07-2017,25-04-2017,SL,880,GNWL,21,61,0,0,18,12,2,0,0,1
12307,AF,JU,17-07-2017,26-07-2017,SL,880,RLWL,91,102,0,1,90,86,77,73,64,0
12307,AF,JU,29-07-2017,17-04-2017,3A,216,GNWL,41,45,0,0,40,38,37,36,33,0
16382,AFK,PUNE,02-08-2017,27-08-2017,2A,182,RLWL,5,23,0,0,4,1,0,0,0,1
16305,AFK,TLY,17-08-2017,17-06-2017,3A,216,GNWL,33,35,0,0,29,26,21,20,19,0
16128,AFK,TEN,27-11-2017,08-11-2017,3A,216,GNWL,16,28,1,1,14,12,9,8,5,0
16128,AFK,TVC,10-07-2017,23-06-2017,SL,880,RLWL,88,90,0,1,86,77,71,70,66,0
22182,AGC,DMO,26-08-2017,15-06-2017,3A,216,RLWL,36,39,0,1,32,28,25,20,16,0
19665,AGC,JP,18-08-2017,03-07-2017,3A,216,RLWL,7,32,0,0,6,1,0,0,0,1
19665,AGC,UDZ,01-11-2017,22-11-2017,1A,10,GNWL,5,10,1,1,4,3,1,0,0,1
19326,AGC,INDB,25-08-2017,19-07-2017,1A,10,RLWL,9,17,0,1,8,7,5,3,1,0
19326,AGC,INDB,10-12-2017,13-10-2017,SL,880,GNWL,46,96,0,1,41,35,34,33,30,0
18508,AGC,BBS,20-11-2017,16-11-2017,SL,880,GNWL,35,99,1,0,34,25,21,17,7,1
18508,AGC,CPH,16-11-2017,28-10-2017,SL,880,RLWL,98,107,0,0,92,86,77,70,63,0
18508,AGC,ANGL,15-12-2017,29-11-2017,SL,880,RLWL,74,76,0,1,73,70,69,64,55,0
18507,AGC,UMB,02-11-2017,17-08-2017,SL,880,RLWL,77,87,0,0,69,68,63,62,53,0
18478,AGC,PURI,08-08-2017,19-08-2017,3A,216,GNWL,26,42,1,1,23,20,18,16,14,0
18478,AGC,APR,07-07-2017,22-07-2017,SL,880,RLWL,5,86,0,1,0,0,0,0,0,1
18478,AGC,JSG,12-09-2017,18-06-2017,1A,10,RLWL,1,20,1,0,0,0,0,0,0,1
18478,AGC,BBS,09-09-2017,01-08-2017,SL,880,RLWL,51,76,0,1,44,39,37,30,25,0
18477,AGC,HW,19-09-2017,05-09-2017,1A,10,GNWL,1,9,1,1,0,0,0,0,0,1
18238,AGC,BSP,12-11-2017,27-11-2017,3A,216,RLWL,17,55,1,1,13,9,4,2,1,1
18237,AGC,PGW,26-07-2017,17-07-2017,3A,216,RLWL,36,47,0,1,33,29,25,21,19,0
18237,AGC,JRC,02-08-2017,22-05-2017,2A,182,GNWL,23,27,1,1,22,20,18,15,11,0
16688,AGC,TUP,23-11-2017,29-09-2017,SL,880,GNWL,94,108,0,0,93,84,82,71,66,0
16032,AGC,MAS,20-12-2017,25-11-2017,3A,216,GNWL,42,45,1,1,39,36,31,25,19,0
14318,AGC,INDB,21-07-2017,06-07-2017,3A,216,GNWL,47,49,0,0,43,42,41,40,35,0
14317,AGC,SRE,09-11-2017,09-08-2017,SL,880,GNWL,9,64,1,0,4,0,0,0,0,1
14317,AGC,SRE,23-09-2017,15-08-2017,2A,182,RLWL,6,31,1,1,5,2,1,0,0,1
14314,AGC,LTT,28-08-2017,25-05-2017,3A,216,GNWL,46,47,0,1,42,40,36,35,30,0
14314,AGC,JHS,29-12-2017,26-10-2017,SL,880,RLWL,55,59,1,1,53,47,46,40,34,0
14211,AGC,NDLS,05-07-2017,09-05-2017,3A,216,RLWL,38,49,0,0,34,30,26,23,20,0
13240,AGC,SLN,18-10-2017,26-07-2017,3A,216,RLWL,28,29,1,1,27,26,25,24,23,0
13240,AGC,CNB,30-10-2017,16-10-2017,SL,880,RLWL,59,80,0,0,51,43,39,34,25,0
13240,AGC,BSB,04-12-2017,12-10-2017,3A,216,RLWL,13,16,1,0,11,10,7,3,1,0
13240,AGC,SLN,19-07-2017,02-07-2017,3A,216,RLWL,25,34,1,0,22,18,16,13,12,0
13238,AGC,LKO,28-08-2017,30-07-2017,SL,880,GNWL,10,67,1,1,8,2,0,0,0,1
13008,AGC,PNBE,27-08-2017,13-06-2017,1A,10,RLWL,1,20,1,1,0,0,0,0,0,1
13008,AGC,CNB,25-08-2017,14-07-2017,SL,880,GNWL,94,110,1,1,89,83,76,64,54,0
13007,AGC,NDLS,21-11-2017,15-11-2017,SL,880,GNWL,40,86,0,0,33,31,22,17,4,1
12920,AGC,INDB,27-07-2017,26-05-2017,3A,216,RLWL,8,26,0,1,5,0,0,0,0,1
12919,AGC,JAT,05-08-2017,06-05-2017,2A,182,RLWL,13,19,0,1,12,10,7,5,0,1
12919,AGC,JAT,05-08-2017,01-08-2017,3A,216,RLWL,23,36,0,1,20,15,11,10,6,0
12808,AGC,RGDA,01-09-2017,22-06-2017,SL,880,RLWL,84,95,0,0,77,71,65,58,50,0
12808,AGC,VSKP,29-11-2017,17-11-2017,SL,880,RLWL,98,105,1,0,93,91,83,77,74,0
12808,AGC,VZM,07-10-2017,09-10-2017,2A,182,RLWL,7,15,1,1,5,4,1,0,0,1
12807,AGC,NZM,27-10-2017,27-08-2017,SL,880,RLWL,49,57,1,1,44,43,34,24,23,0
12803,AGC,NZM,20-11-2017,06-09-2017,3A,216,GNWL,6,24,0,1,4,3,0,0,0,1
12803,AGC,NZM,22-11-2017,27-09-2017,2A,182,GNWL,2,30,0,1,0,0,0,0,0,1
12782,AGC,PUNE,06-10-2017,26-08-2017,2A,182,RLWL,27,33,1,0,25,24,22,20,17,0
12780,AGC,PUNE,27-10-2017,27-09-2017,SL,880,GNWL,52,59,1,1,49,43,39,38,28,0
12780,AGC,PUNE,03-09-2017,14-08-2017,SL,880,GNWL,97,101,1,0,95,88,78,73,66,0
12780,AGC,UBL,19-11-2017,09-10-2017,3A,216,GNWL,16,36,0,0,13,9,4,0,0,1
12780,AGC,PUNE,18-10-2017,13-07-2017,3A,216,GNWL,41,43,1,1,37,32,27,21,15,0
12780,AGC,UBL,28-12-2017,07-12-2017,2A,182,RLWL,4,32,0,0,3,0,0,0,0,1
12780,AGC,MRJ,09-11-2017,28-10-2017,3A,216,GNWL,47,49,1,1,43,40,35,34,30,0
12780,AGC,LD,18-11-2017,24-10-2017,3A,216,RLWL,7,32,0,1,4,2,0,0,0,1
12780,AGC,MRJ,12-08-2017,08-08-2017,SL,880,GNWL,21,30,1,0,15,7,0,0,0,1
12724,AGC,SC,23-10-2017,05-10-2017,3A,216,GNWL,44,48,1,0,43,38,37,32,30,0
12724,AGC,SC,27-12-2017,28-12-2017,SL,880,RLWL,32,89,1,1,24,21,12,4,0,1
12724,AGC,NGP,22-08-2017,18-07-2017,SL,880,GNWL,56,77,0,0,54,47,45,33,22,0
12724,AGC,SC,08-11-2017,13-09-2017,SL,880,RLWL,53,56,1,0,47,38,34,25,20,0
12724,AGC,SC,18-09-2017,18-05-2017,3A,216,GNWL,18,53,1,0,17,15,13,11,8,0
12724,AGC,HYB,12-10-2017,01-09-2017,3A,216,RLWL,25,39,0,0,23,18,17,13,9,0
12724,AGC,NGP,27-10-2017,06-10-2017,3A,216,RLWL,44,55,0,0,40,36,35,29,23,0
12724,AGC,SC,16-10-2017,25-09-2017,SL,880,RLWL,2,100,0,1,1,0,0,0,0,1
12724,AGC,HYB,19-08-2017,28-08-2017,3A,216,RLWL,11,50,1,1,9,4,2,0,0,1
12724,AGC,SC,01-07-2017,26-07-2017,SL,880,RLWL,40,106,0,1,34,32,28,27,21,0
12724,AGC,SC,02-10-2017,30-07-2017,SL,880,GNWL,27,83,0,0,24,15,13,3,0,1
12724,AGC,HYB,04-09-2017,24-09-2017,3A,216,RLWL,36,51,1,1,34,33,30,25,23,0
12724,AGC,HYB,29-08-2017,30-06-2017,3A,216,GNWL,49,55,0,0,47,44,41,36,31,0
12724,AGC,NGP,05-07-2017,13-06-2017,SL,880,RLWL,3,78,0,1,2,0,0,0,0,1
12724,AGC,HYB,23-08-2017,05-05-2017,SL,880,RLWL,32,89,1,0,29,22,12,6,0,1
12722,AGC,BPL,12-10-2017,10-10-2017,SL,880,GNWL,70,98,1,0,63,62,60,54,53,0
12722,AGC,RJY,21-10-2017,25-09-2017,SL,880,GNWL,26,66,1,0,21,14,4,0,0,1
12722,AGC,VSKP,21-12-2017,12-09-2017,1A,10,RLWL,19,19,0,1,18,17,16,15,13,0
12722,AGC,SC,01-07-2017,03-04-2017,SL,880,RLWL,61,61,0,0,58,56,47,38,33,0
12716,AGC,AWB,26-12-2017,24-10-2017,3A,216,GNWL,25,50,0,0,21,19,14,12,10,0
12716,AGC,AWB,23-07-2017,10-05-2017,SL,880,RLWL,100,103,1,0,98,95,91,88,80,0
12716,AGC,JL,19-08-2017,05-08-2017,1A,10,RLWL,20,21,1,0,19,17,15,13,12,0
12716,AGC,PBN,26-10-2017,25-08-2017,3A,216,GNWL,11,53,1,1,8,5,1,0,0,1
12716,AGC,JL,09-10-2017,01-08-2017,3A,216,GNWL,1,4,0,0,0,0,0,0,0,1
12716,AGC,JL,07-10-2017,09-10-2017,SL,880,RLWL,85,96,1,0,83,82,73,63,59,0
12648,AGC,ATP,19-08-2017,26-08-2017,SL,880,GNWL,20,41,0,0,19,17,16,10,2,1
12648,AGC,YPR,28-09-2017,15-06-2017,3A,216,GNWL,8,21,0,1,7,5,1,0,0,1
12642,AGC,BZA,11-08-2017,26-08-2017,3A,216,GNWL,28,41,1,0,26,22,20,16,11,0
12628,AGC,SBC,13-11-2017,25-11-2017,3A,216,RLWL,31,40,0,1,28,23,22,16,11,0
12628,AGC,BAP,09-12-2017,05-09-2017,3A,216,RLWL,14,30,0,1,13,12,11,7,3,1
12627,AGC,NZM,05-10-2017,20-10-2017,SL,880,GNWL,43,104,1,0,38,35,25,16,3,1
12626,AGC,TVC,27-11-2017,10-08-2017,SL,880,RLWL,91,99,1,1,88,85,79,68,64,0
12626,AGC,TVC,29-07-2017,09-05-2017,1A,10,RLWL,3,12,0,1,2,1,0,0,0,1
12626,AGC,TUP,24-10-2017,17-08-2017,1A,10,RLWL,13,17,0,1,12,11,10,9,8,0
12626,AGC,ED,09-07-2017,09-04-2017,3A,216,RLWL,23,50,1,1,21,17,13,8,5,0
12622,AGC,MAS,17-07-2017,23-04-2017,SL,880,GNWL,49,99,1,0,47,43,33,23,18,0
12622,AGC,BPL,05-09-2017,10-06-2017,SL,880,RLWL,9,16,0,1,5,0,0,0,0,1
12622,AGC,MAS,18-12-2017,28-12-2017,3A,216,RLWL,47,47,1,0,44,40,37,31,25,0
12618,AGC,NK,14-10-2017,08-08-2017,SL,880,GNWL,71,82,0,0,68,63,55,46,35,0
12618,AGC,MMR,19-08-2017,23-06-2017,3A,216,GNWL,21,27,1,0,18,14,9,5,2,1
12618,AGC,KYN,12-10-2017,29-07-2017,3A,216,GNWL,2,25,0,0,1,0,0,0,0,1
12618,AGC,BPL,30-08-2017,12-06-2017,SL,880,RLWL,48,103,0,0,42,33,24,18,12,0
12618,AGC,NK,21-08-2017,03-08-2017,2A,182,GNWL,17,23,0,1,15,12,9,8,3,0
12618,AGC,KYN,16-12-2017,02-12-2017,2A,182,RLWL,4,17,1,1,3,0,0,0,0,1
12618,AGC,MMR,08-07-2017,17-04-2017,SL,880,RLWL,56,109,1,0,49,45,41,40,29,0
12618,AGC,KYN,24-07-2017,26-04-2017,3A,216,GNWL,23,34,0,0,21,20,19,13,11,0
12618,AGC,NK,14-09-2017,27-07-2017,SL,880,GNWL,99,109,0,1,96,89,87,86,76,0
12618,AGC,NK,06-10-2017,04-10-2017,3A,216,GNWL,43,54,0,0,39,37,34,28,24,0
12616,AGC,BZA,10-07-2017,29-05-2017,2A,182,RLWL,9,31,0,1,7,6,5,3,0,1
12616,AGC,MCI,10-09-2017,05-06-2017,SL,880,RLWL,13,106,0,1,7,1,0,0,0,1
12616,AGC,NGP,25-12-2017,01-09-2017,SL,880,GNWL,65,73,1,1,59,50,43,39,36,0
12616,AGC,NGP,01-11-2017,05-11-2017,SL,880,RLWL,18,89,1,0,11,5,1,0,0,1
12612,AGC,MAS,21-10-2017,11-10-2017,2A,182,RLWL,17,19,1,1,16,14,13,12,8,0
12612,AGC,BZA,14-08-2017,05-05-2017,2A,182,GNWL,23,24,0,1,21,19,17,13,11,0
12612,AGC,NGP,22-11-2017,13-11-2017,3A,216,GNWL,24,33,0,1,20,17,16,13,8,0
12611,AGC,NZM,05-07-2017,07-06-2017,3A,216,RLWL,42,55,0,0,39,35,33,29,28,0
12549,AGC,PTKC,27-09-2017,04-08-2017,2A,182,RLWL,7,18,1,1,6,3,0,0,0,1
12448,AGC,MBA,27-08-2017,19-08-2017,1A,10,RLWL,18,22,1,0,17,16,14,13,12,0
12448,AGC,MBA,17-11-2017,21-09-2017,2A,182,RLWL,19,26,1,0,17,16,15,12,11,0
12448,AGC,BNDA,23-11-2017,21-09-2017,2A,182,RLWL,15,32,0,0,14,12,10,8,6,0
12434,AGC,MAS,11-11-2017,16-11-2017,1A,10,GNWL,11,22,0,0,10,8,6,5,4,0
12410,AGC,R,23-07-2017,21-06-2017,2A,182,RLWL,16,20,1,0,14,13,10,8,7,0
12410,AGC,R,05-10-2017,17-09-2017,3A,216,RLWL,18,20,0,1,15,11,10,5,3,1
12406,AGC,LAR,05-10-2017,28-08-2017,SL,880,GNWL,69,87,0,1,61,56,48,46,34,0
12404,AGC,ALD,03-08-2017,01-08-2017,SL,880,GNWL,29,80,0,0,24,20,14,4,1,0
12404,AGC,ALD,09-08-2017,09-04-2017,3A,216,GNWL,3,32,1,1,0,0,0,0,0,1
12404,AGC,ALD,15-10-2017,02-08-2017,2A,182,GNWL,29,33,0,1,28,26,23,19,14,0
12404,AGC,ALD,24-10-2017,24-09-2017,SL,880,GNWL,97,105,0,0,92,88,86,75,62,0
12404,AGC,ALD,24-08-2017,28-08-2017,SL,880,GNWL,100,100,0,0,93,86,85,78,66,0
12404,AGC,ALD,29-10-2017,16-07-2017,SL,880,RLWL,16,90,0,0,12,10,7,0,0,1
12404,AGC,ALD,18-11-2017,19-11-2017,1A,10,GNWL,12,19,0,0,11,10,8,7,5,0
12404,AGC,ALD,28-12-2017,07-09-2017,1A,10,RLWL,2,7,1,1,1,0,0,0,0,1
12404,AGC,ALD,19-10-2017,06-09-2017,1A,10,GNWL,11,12,1,0,10,8,6,4,3,0
12320,AGC,KOAA,28-08-2017,14-05-2017,SL,880,RLWL,99,101,0,1,91,90,85,82,74,0
12279,AGC,NZM,04-10-2017,12-07-2017,2A,182,RLWL,11,26,1,0,10,9,7,3,1,0
12279,AGC,NZM,20-11-2017,28-10-2017,SL,880,RLWL,79,93,0,1,76,74,73,70,68,0
12190,AGC,STA,06-12-2017,09-12-2017,3A,216,GNWL,37,50,0,1,33,28,23,20,15,0
12180,AGC,LJN,05-12-2017,18-11-2017,SL,880,RLWL,47,67,0,0,45,43,42,40,38,0
12180,AGC,CNB,15-12-2017,22-11-2017,SL,880,RLWL,65,101,1,1,64,58,55,46,36,0
12172,AGC,NK,25-09-2017,21-08-2017,2A,182,GNWL,21,33,0,0,20,17,15,11,8,0
12162,AGC,LTT,04-09-2017,20-08-2017,2A,182,RLWL,2,6,1,0,0,0,0,0,0,1
12162,AGC,LTT,27-12-2017,14-10-2017,SL,880,GNWL,77,104,1,0,74,65,62,60,56,0
12162,AGC,LTT,21-08-2017,02-06-2017,2A,182,RLWL,9,10,0,1,7,6,4,0,0,1
12162,AGC,KYN,25-11-2017,15-08-2017,SL,880,GNWL,98,99,0,0,91,85,79,69,60,0
12162,AGC,KYN,13-08-2017,09-05-2017,1A,10,RLWL,15,22,0,1,14,12,10,8,6,0
12162,AGC,LTT,11-07-2017,23-06-2017,SL,880,RLWL,95,103,0,1,91,84,79,70,66,0
12162,AGC,NK,03-11-2017,07-08-2017,1A,10,RLWL,18,20,0,0,17,16,15,14,13,0
12156,AGC,BPL,03-09-2017,29-09-2017,3A,216,RLWL,47,49,1,0,43,41,37,34,33,0
12156,AGC,HBJ,29-10-2017,07-07-2017,3A,216,GNWL,21,27,1,0,20,17,15,12,8,0
12156,AGC,BINA,11-09-2017,03-06-2017,2A,182,RLWL,19,23,1,0,18,16,15,11,10,0
12156,AGC,BPL,30-12-2017,23-09-2017,2A,182,GNWL,5,21,1,0,3,0,0,0,0,1
12156,AGC,HBJ,21-08-2017,21-05-2017,SL,880,GNWL,15,50,1,0,9,5,0,0,0,1
12156,AGC,BPL,04-09-2017,21-08-2017,3A,216,RLWL,38,55,0,0,37,34,32,26,24,0
12156,AGC,HBJ,05-11-2017,28-09-2017,SL,880,GNWL,83,100,0,0,80,73,63,56,46,0
12156,AGC,BPL,01-07-2017,05-06-2017,3A,216,GNWL,38,46,1,1,36,32,27,25,19,0
12155,AGC,NZM,15-08-2017,27-05-2017,SL,880,GNWL,18,41,1,1,13,4,0,0,0,1
12138,AGC,CSTM,12-10-2017,29-08-2017,SL,880,GNWL,49,60,0,1,42,41,35,34,25,0
12138,AGC,NK,07-08-2017,16-07-2017,2A,182,GNWL,14,21,1,0,13,11,10,7,3,1
12138,AGC,CSTM,11-11-2017,04-10-2017,2A,182,GNWL,20,26,0,0,18,16,12,10,8,0
12138,AGC,KYN,11-07-2017,15-04-2017,2A,182,GNWL,16,20,1,0,14,11,8,5,0,1
12138,AGC,KYN,05-12-2017,05-10-2017,SL,880,GNWL,92,94,0,0,90,83,77,70,64,0
12138,AGC,CSTM,27-10-2017,06-09-2017,1A,10,RLWL,1,7,1,1,0,0,0,0,0,1
12138,AGC,CSTM,17-12-2017,23-10-2017,3A,216,GNWL,29,54,0,1,25,20,18,12,9,0
12138,AGC,CSTM,13-09-2017,17-06-2017,3A,216,RLWL,15,39,0,0,14,12,9,4,0,1
12138,AGC,CSTM,07-09-2017,09-08-2017,SL,880,RLWL,37,87,0,0,32,27,25,17,13,0
12137,AGC,FZR,15-08-2017,06-07-2017,3A,216,RLWL,40,41,0,1,39,36,34,33,28,0
12137,AGC,NDLS,09-12-2017,02-12-2017,3A,216,RLWL,11,50,0,0,9,6,3,0,0,1
12137,AGC,NDLS,30-08-2017,08-05-2017,SL,880,RLWL,92,107,1,0,85,77,71,63,59,0
12137,AGC,NZM,02-11-2017,12-09-2017,SL,880,GNWL,66,68,0,0,65,62,57,48,46,0
12002,AGC,JHS,06-11-2017,09-10-2017,SL,880,RLWL,37,108,0,1,30,24,14,13,6,1
12001,AGC,NDLS,28-07-2017,25-07-2017,2A,182,GNWL,12,30,1,1,10,8,7,6,3,0
11111,AGC,MB,04-12-2017,20-10-2017,SL,880,RLWL,100,103,1,0,93,85,82,71,63,0
11078,AGC,PUNE,06-10-2017,14-07-2017,1A,10,GNWL,5,8,0,1,4,3,2,1,0,1
11078,AGC,PUNE,14-09-2017,25-06-2017,3A,216,RLWL,36,50,0,0,34,30,27,25,20,0
11078,AGC,PUNE,29-10-2017,14-07-2017,3A,216,GNWL,32,37,0,1,28,23,18,16,15,0
11078,AGC,PUNE,10-12-2017,22-10-2017,SL,880,GNWL,71,105,1,1,64,63,59,56,48,0
11077,AGC,JAT,25-12-2017,12-12-2017,SL,880,RLWL,28,55,1,0,20,11,5,0,0,1
11077,AGC,UMB,25-09-2017,15-09-2017,1A,10,RLWL,14,22,1,0,13,12,11,10,9,0
